,FIT101,LIT101,MV101,P101,P102,AIT201,AIT202,AIT203,FIT201,MV201,P201,P202,P203,P204,P205,P206,DPIT301,FIT301,LIT301,MV301,MV302,MV303,MV304,P301,P302,AIT401,AIT402,FIT401,LIT401,P401,P402,P403,P404,UV401,AIT501,AIT502,AIT503,AIT504,FIT501,FIT502,FIT503,FIT504,P501,P502,PIT501,PIT502,PIT503,FIT601,P601,P602,P603
AIT504,-0.03515371083663313,-0.17577797601696443,0.012813337413795887,-0.05489282073459003,0.001985829365355708,-0.2927659601468544,0.09863015607905413,-0.053770640768680676,-0.054803207949692574,0.0052741045899660005,0.02272697655595734,,-0.055045154799035094,,-0.044248207015271115,,-0.0806452902537727,-0.08897241630419281,-0.3979523383591122,-0.0024340331327588334,-0.07629040973133522,0.00010534978375738828,-0.004405220984445166,0.18104524245699918,-0.10946806038676676,-0.09686883285929904,-0.11988035457046126,-0.843800360689887,-0.4147132137398352,,-0.8515981495723358,0.2237560923362682,,-0.8466715413711786,-0.5175915412667559,-0.0575450596056855,-0.02283171205093162,1.0,-0.8484144702722389,-0.8167541827493497,-0.8892559466490589,-0.8934710327008132,-0.8888072409590452,,-0.8798324151549218,-0.2779209407590929,-0.8764391911305556,-0.004750666640648449,,-0.004400936022978605,
FIT501,0.04838556194211807,0.18899195062971597,0.03860732464421016,0.06458543549297088,0.0013740511280800056,0.06699652952357896,0.028204093716619815,-0.0681302096037208,0.06452300304976427,0.023897643772644205,0.010022351561661064,,0.06468285040785361,,0.08779459822493263,,0.0907799471112327,0.09972749156777284,0.45520745147569025,0.0038507805328474374,0.08773625589322594,0.007514795731775219,0.0030873247943557338,-0.2302459058642151,0.12646810942546885,0.2084703719013865,-0.10760952257602331,0.9952950785071303,0.4770501915973708,,0.9851571973061647,-0.009534034689866923,,0.9830874517104761,0.4623310114002442,-0.17843549233904385,0.055658176201881085,-0.8484144702722389,1.0,0.9805071479059541,0.9700791888329028,0.9585521911771558,0.9781660876611177,,0.9428129718543165,0.25189068018471755,0.9245170433404053,0.007280741566940171,,0.0069192809165628385,
FIT502,0.04849484752110669,0.18387830610817651,0.030118289685867692,0.06394998964775858,0.0014947821877737198,0.045017599984175045,0.04376444515415308,-0.09659692677921622,0.06377629158584175,0.016549858285047857,0.023994678144987815,,0.0640487405490256,,0.09586369210632545,,0.08723899320672847,0.09662298747017575,0.44621549528031595,0.0045856744424491395,0.08491441522828382,0.008821752002482598,0.003217587566737359,-0.23377833502513493,0.12380555804073438,0.22988529526814427,-0.1592581752192301,0.9760126060218837,0.47148112068104514,,0.9576382713011862,-0.0036517366312669645,,0.9563796603605144,0.4425291132449507,-0.2316366706314951,0.05379808114490493,-0.8167541827493497,0.9805071479059541,1.0,0.93317372740265,0.9251282603871082,0.9531706184129781,,0.8985649343160649,0.22295696663167625,0.8765350697497017,0.008335169898660193,,0.007958698856063824,
FIT503,0.04153436690053579,0.18972950936080263,0.027588565629466957,0.0594836900858382,-0.0004562745355409693,0.042440847261782016,-0.0008211319953932238,0.03572757055568607,0.059622443001465505,0.020814587462256215,-0.03873178018898098,,0.05958530578266616,,0.046988559843538454,,0.09438307332511556,0.1007271075338542,0.44149229417846686,0.0023197839764430303,0.08960266363832821,-0.0021785897891830985,0.001343469832371949,-0.2136557276458845,0.1261847060739604,0.11629137868154994,0.0511052632779376,0.9679079966959921,0.44281217362494163,,0.9798580130350875,-0.012688650878955213,,0.9805315478916322,0.4649493637773645,-0.007584796384040288,0.05792967703902646,-0.8892559466490589,0.9700791888329028,0.93317372740265,1.0,0.9899398621519911,0.9838157208073983,,0.9916880606449643,0.29240702902360927,0.9837275251575459,0.004433973791935246,,0.004188211888437755,
FIT504,0.03288404852716474,0.1942062360006104,0.009143034739397534,0.05388594377751486,-9.866056296501358e-05,0.046409715836567896,0.011022481335383317,0.027014753986641712,0.05375791799483767,0.004118183829451219,-0.040707449945531805,,0.05387451669337628,,0.04502387422944207,,0.09464181394427491,0.1017642468872187,0.4324522272201053,0.0023002327245459143,0.09013304016478818,-0.0008601839435912596,0.0025491629584797585,-0.23046280984547118,0.12983055732454643,0.11994465953076064,0.03158549736737694,0.9585220755057933,0.4235691111111151,,0.9555132803262809,-0.015029617402650377,,0.9610733187087276,0.45359908101521906,-0.02684628519523422,0.06217626914670739,-0.8934710327008132,0.9585521911771558,0.9251282603871082,0.9899398621519911,1.0,0.9834804967371237,,0.971006151316203,0.2748264132948057,0.9594489216797237,0.004441112481332997,,0.0041040913521495585,
P501,0.040748834339389944,0.19127028521499537,0.016234529068889,0.05959942627566928,0.0005004950786254701,0.0070012046710214325,0.024626035427015965,-0.015817815510020997,0.05951775171767965,0.011259252608183428,-0.00821784435569401,,0.05965779643788785,,0.0646880493648998,,0.09240228582795137,0.09997876275919326,0.44378415700139956,0.0030795655555102062,0.08834205205198145,0.0023527902001632428,0.002727987963537826,-0.2294189598371571,0.12733136083413674,0.16069157741452259,-0.03087498970106297,0.9778302095819771,0.44925527842868107,,0.9703736454370129,0.000395670966754572,,0.9772733300240568,0.4548196903719269,-0.09532628754139527,0.05654235939420255,-0.8888072409590452,0.9781660876611177,0.9531706184129781,0.9838157208073983,0.9834804967371237,1.0,,0.9624107933708945,0.25444495263859945,0.9476820273665281,0.005901401045543377,,0.00552941235331019,
P502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIT501,0.05049086574720271,0.17742646749756327,0.05132835612808483,0.06367030828959114,-0.0015187155941174784,-0.030124813427879378,-0.01299302788339479,0.07012001294693668,0.0641784562678305,0.04039031655438984,-0.027823935477772656,,0.06392455189447312,,0.038590506644820784,,0.09171201261605648,0.09581096180246147,0.4390576328509352,0.0020253353490200642,0.08593517667511227,-0.004977321913355774,-0.00019819778698976207,-0.19503584915498462,0.11876449886283563,0.08529275067578154,0.11154542686579651,0.9402721003438349,0.446475790153496,,0.9695584459685463,-0.009656822924168794,,0.9682042172345683,0.46050461209596416,0.058783575758144704,0.04866310501282632,-0.8798324151549218,0.9428129718543165,0.8985649343160649,0.9916880606449643,0.971006151316203,0.9624107933708945,,1.0,0.2990946189805031,0.9979618830554473,0.0039030414098799463,,0.0037076807216175596,
PIT502,0.04032790160635199,0.010554123682583499,-0.0035853986356928214,0.03678991640392193,0.0038653526288285854,0.5747705658078658,-0.28560900351201135,0.13038547085202098,0.03694456594348876,-0.002606949762638635,-0.14320515989029986,,0.03697416398038098,,0.007923070005921073,,0.018252501180830362,0.029965436389214183,0.051563568132897745,0.0021084924764447925,0.02653468306140942,0.0015279820577044406,0.0011746266699681244,0.022871383876808035,0.024812831582917402,-0.08275968097365098,0.33346062826456896,0.2521112103911589,0.06587969500453122,,0.27631764032729134,-0.0041505033302271285,,0.2782411245621329,0.21073927629736203,0.3363981161646273,-0.044008038956745654,-0.2779209407590929,0.25189068018471755,0.22295696663167625,0.29240702902360927,0.2748264132948057,0.25444495263859945,,0.2990946189805031,1.0,0.31808098280305314,0.003950725649629861,,0.0038752870019623095,
PIT503,0.052009792732611415,0.17302811740426033,0.05864288532761603,0.06377695025149928,-0.0021904351896959834,0.04307028888355604,-0.040909402742118066,0.10138699462088213,0.06433482895771343,0.04746517141737048,-0.06276189321181853,,0.06407346016701851,,0.028784695926999986,,0.09003154210864897,0.09390029454299256,0.4334085434642804,0.0016406036877332844,0.08448186626211399,-0.007088739933868905,-0.0010050204541543148,-0.1876436212864001,0.11590123572954794,0.057163918361726754,0.16368355625514164,0.9218994720473374,0.4410720674552093,,0.958015393142232,-0.010404365843850788,,0.9560523238012488,0.47474079766763533,0.11089012808421482,0.05434288225325646,-0.8764391911305556,0.9245170433404053,0.8765350697497017,0.9837275251575459,0.9594489216797237,0.9476820273665281,,0.9979618830554473,0.31808098280305314,1.0,0.003194278783298798,,0.003042504705394835,
FIT601,0.059163525752223035,-0.06308289187732846,0.06313155989975965,0.03127034950488702,-0.0008243655182302211,-0.010174709312981312,-0.013367260770232422,0.00429832462652065,0.0338065195970932,-0.009666654909351426,-0.017813562590896368,,0.032207501149580424,,0.020680252336641666,,-0.24407612007209029,-0.2200359445119706,-0.02067441708456812,0.569625736897449,-0.1927126994942683,0.5574907304053002,-0.02120231018773012,-0.0051073096257137395,-0.21640885639660862,-0.0031291305585157804,0.00032886169023871596,0.00731464123716066,0.027320310906876543,,0.0057247255020183175,-0.0006542914022605283,,0.005768984982342299,-0.00756602993224816,0.001766754321768672,-0.032321271520235416,-0.004750666640648449,0.007280741566940171,0.008335169898660193,0.004433973791935246,0.004441112481332997,0.005901401045543377,,0.0039030414098799463,0.003950725649629861,0.003194278783298798,1.0,,0.7998695222686956,
P601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P602,0.05485916637515296,-0.05904012778932128,0.05851742609245446,0.03180580565736536,-0.0007646686981637741,-0.010058609857369255,-0.012827078717201552,0.004292010955617231,0.03418556624125333,-0.004954927234833168,-0.01647657195499074,,0.03271396591190244,,0.021819950003871703,,-0.22399149766576792,-0.2029974712928346,-0.02277943256205523,0.8040119507559119,-0.1786893828682805,0.515079805407063,-0.01185748669295687,-0.00478548710572139,-0.2006550167737053,-0.0028673523107417367,0.00021724394957349093,0.0069299744482799784,0.02796478925555025,,0.005365596022410935,-0.0006045158402632979,,0.005406016391954016,-0.006878699996691236,0.0014699182383575613,-0.029683841973570286,-0.004400936022978605,0.0069192809165628385,0.007958698856063824,0.004188211888437755,0.0041040913521495585,0.00552941235331019,,0.0037076807216175596,0.0038752870019623095,0.003042504705394835,0.7998695222686956,,1.0,
P603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
